image_id,filename,source,source_url,download_date,image_type,width,height,format,file_size_kb,color_space,source_metadata,md5_hash,is_duplicate,duplicate_of,analysis_notes
LOCAL_5029_PEXELS_34258526,PEXELS_34258526.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34258526.jpg,2026-05-26T22:40:32.375046,real,1880,1253,JPEG,221.24,RGB,"{'original_filename': 'PEXELS_34258526.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34258526.jpg', 'file_size_bytes': 226551}",2aa0d58be5620f28896df9ceab1b97a7,False,,Existing image - metadata generated
LOCAL_5030_PEXELS_34263133,PEXELS_34263133.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34263133.jpg,2026-05-26T21:31:28.491760,real,1880,1058,JPEG,262.17,RGB,"{'original_filename': 'PEXELS_34263133.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34263133.jpg', 'file_size_bytes': 268467}",d3ec92ad86d20635fe6de091888ce384,False,,Existing image - metadata generated
LOCAL_5031_PEXELS_3426868,PEXELS_3426868.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_3426868.jpg,2026-05-26T21:49:58.487663,real,1880,1252,JPEG,208.37,RGB,"{'original_filename': 'PEXELS_3426868.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_3426868.jpg', 'file_size_bytes': 213374}",4dd8bd5a3ad2474ece9989dd0ffd961d,False,,Existing image - metadata generated
LOCAL_5032_PEXELS_34269058,PEXELS_34269058.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34269058.jpg,2026-05-26T22:02:13.174774,real,867,1300,JPEG,103.37,RGB,"{'original_filename': 'PEXELS_34269058.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34269058.jpg', 'file_size_bytes': 105855}",58c489003b08d411a6fda5a1fa277e51,False,,Existing image - metadata generated
LOCAL_5033_PEXELS_34271585,PEXELS_34271585.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34271585.jpg,2026-05-26T21:06:15.195165,real,1880,1253,JPEG,181.83,RGB,"{'original_filename': 'PEXELS_34271585.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34271585.jpg', 'file_size_bytes': 186189}",e82ada9f8cddfb6e13b2e01ef7266c32,False,,Existing image - metadata generated
LOCAL_5034_PEXELS_34271591,PEXELS_34271591.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34271591.jpg,2026-05-26T21:09:07.856890,real,1880,1253,JPEG,187.85,RGB,"{'original_filename': 'PEXELS_34271591.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34271591.jpg', 'file_size_bytes': 192354}",5ed21d2231d5d0dfe54f8124a72a632d,False,,Existing image - metadata generated
LOCAL_5035_PEXELS_34274306,PEXELS_34274306.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34274306.jpg,2026-05-26T21:24:51.707190,real,1733,1300,JPEG,283.99,RGB,"{'original_filename': 'PEXELS_34274306.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34274306.jpg', 'file_size_bytes': 290805}",18c2075c60133566c1c00cea90c2c7e0,False,,Existing image - metadata generated
LOCAL_5036_PEXELS_34283805,PEXELS_34283805.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34283805.jpg,2026-05-26T22:33:33.835816,real,867,1300,JPEG,61.47,RGB,"{'original_filename': 'PEXELS_34283805.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34283805.jpg', 'file_size_bytes': 62949}",9511d5177acc0e7795d9b3b5c3f490e9,False,,Existing image - metadata generated
LOCAL_5037_PEXELS_34297055,PEXELS_34297055.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34297055.jpg,2026-05-26T23:00:29.965668,real,975,1300,JPEG,95.96,RGB,"{'original_filename': 'PEXELS_34297055.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34297055.jpg', 'file_size_bytes': 98267}",09e55facdfc89a9688bae4d70c3d105c,False,,Existing image - metadata generated
LOCAL_5038_PEXELS_34297132,PEXELS_34297132.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34297132.jpg,2026-05-26T23:56:31.995222,real,731,1300,JPEG,204.5,RGB,"{'original_filename': 'PEXELS_34297132.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34297132.jpg', 'file_size_bytes': 209404}",14b22716fae5a0a515cf48517d89cb4b,False,,Existing image - metadata generated
LOCAL_5039_PEXELS_3429741,PEXELS_3429741.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_3429741.jpg,2026-05-26T21:18:50.881649,real,1795,1300,JPEG,134.22,RGB,"{'original_filename': 'PEXELS_3429741.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_3429741.jpg', 'file_size_bytes': 137441}",2c16b126263aade17400ace895c8b14d,False,,Existing image - metadata generated
LOCAL_5040_PEXELS_34298624,PEXELS_34298624.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34298624.jpg,2026-05-26T21:35:22.325080,real,1880,1253,JPEG,351.35,RGB,"{'original_filename': 'PEXELS_34298624.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34298624.jpg', 'file_size_bytes': 359781}",7a290d18774cfd0b6ef971063bc60b9b,False,,Existing image - metadata generated
LOCAL_5041_PEXELS_34301630,PEXELS_34301630.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34301630.jpg,2026-05-26T21:18:39.626825,real,867,1300,JPEG,83.99,RGB,"{'original_filename': 'PEXELS_34301630.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34301630.jpg', 'file_size_bytes': 86008}",d4ebd3da719cb97af68d589071fbe7a9,False,,Existing image - metadata generated
LOCAL_5042_PEXELS_34302097,PEXELS_34302097.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34302097.jpg,2026-05-26T21:50:03.464125,real,1880,1253,JPEG,717.87,RGB,"{'original_filename': 'PEXELS_34302097.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34302097.jpg', 'file_size_bytes': 735100}",6068081d380100c5a86d94826886b1e2,False,,Existing image - metadata generated
LOCAL_5043_PEXELS_34304573,PEXELS_34304573.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34304573.jpg,2026-05-26T21:39:52.550092,real,979,1300,JPEG,98.3,RGB,"{'original_filename': 'PEXELS_34304573.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34304573.jpg', 'file_size_bytes': 100656}",20791f3eec5b806f5d5d16b41fc1fc1a,False,,Existing image - metadata generated
LOCAL_5044_PEXELS_34312914,PEXELS_34312914.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34312914.jpg,2026-05-26T21:07:43.394962,real,867,1300,JPEG,349.85,RGB,"{'original_filename': 'PEXELS_34312914.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34312914.jpg', 'file_size_bytes': 358243}",820d905df750f92549fb6d04f01d1a2e,False,,Existing image - metadata generated
LOCAL_5045_PEXELS_34316516,PEXELS_34316516.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34316516.jpg,2026-05-26T23:43:16.306134,real,867,1300,JPEG,256.75,RGB,"{'original_filename': 'PEXELS_34316516.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34316516.jpg', 'file_size_bytes': 262912}",735337ef1f1add1728eaacef267fe296,False,,Existing image - metadata generated
LOCAL_5046_PEXELS_34321375,PEXELS_34321375.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34321375.jpg,2026-05-26T21:13:30.677208,real,867,1300,JPEG,37.98,RGB,"{'original_filename': 'PEXELS_34321375.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34321375.jpg', 'file_size_bytes': 38890}",6eb1e4544ead8dc65a7fbab3cab64a2f,False,,Existing image - metadata generated
LOCAL_5047_PEXELS_34321387,PEXELS_34321387.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34321387.jpg,2026-05-26T21:32:59.500964,real,1880,1255,JPEG,169.28,RGB,"{'original_filename': 'PEXELS_34321387.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34321387.jpg', 'file_size_bytes': 173344}",99d42cd25a007e3dda8d08f23053d893,False,,Existing image - metadata generated
LOCAL_5048_PEXELS_3432155,PEXELS_3432155.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_3432155.jpg,2026-05-26T21:18:41.517659,real,867,1300,JPEG,55.96,RGB,"{'original_filename': 'PEXELS_3432155.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_3432155.jpg', 'file_size_bytes': 57308}",853abb5ff8556dabe22ab671c2a4f8c9,False,,Existing image - metadata generated
LOCAL_5049_PEXELS_34322310,PEXELS_34322310.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34322310.jpg,2026-05-26T23:44:39.057806,real,867,1300,JPEG,117.29,RGB,"{'original_filename': 'PEXELS_34322310.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34322310.jpg', 'file_size_bytes': 120108}",f05102337c463073cfcea5de671b19e2,False,,Existing image - metadata generated
LOCAL_5050_PEXELS_34322523,PEXELS_34322523.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34322523.jpg,2026-05-26T22:36:02.906374,real,1880,1253,JPEG,330.17,RGB,"{'original_filename': 'PEXELS_34322523.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34322523.jpg', 'file_size_bytes': 338090}",e90ea146fa5718fb16d4ed773804bacb,False,,Existing image - metadata generated
LOCAL_5051_PEXELS_34332514,PEXELS_34332514.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34332514.jpg,2026-05-26T21:01:59.540379,real,1880,1253,JPEG,299.78,RGB,"{'original_filename': 'PEXELS_34332514.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34332514.jpg', 'file_size_bytes': 306972}",654758ea8b1f897e289dabc2d9dd7823,False,,Existing image - metadata generated
LOCAL_5052_PEXELS_3433332,PEXELS_3433332.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_3433332.jpg,2026-05-26T22:51:51.417667,real,867,1300,JPEG,48.69,RGB,"{'original_filename': 'PEXELS_3433332.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_3433332.jpg', 'file_size_bytes': 49862}",d4403e393d796d9ce997befe65dbb7ff,False,,Existing image - metadata generated
LOCAL_5053_PEXELS_34334077,PEXELS_34334077.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34334077.jpg,2026-05-26T22:38:31.910553,real,1880,1253,JPEG,902.12,RGB,"{'original_filename': 'PEXELS_34334077.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34334077.jpg', 'file_size_bytes': 923767}",680a6c0ed08a13fd0cbdad6a14fbded1,False,,Existing image - metadata generated
LOCAL_5054_PEXELS_34337262,PEXELS_34337262.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34337262.jpg,2026-05-26T22:18:15.392479,real,867,1300,JPEG,157.54,RGB,"{'original_filename': 'PEXELS_34337262.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34337262.jpg', 'file_size_bytes': 161317}",e272dd7781cc55cc00753ae8f43452aa,False,,Existing image - metadata generated
LOCAL_5055_PEXELS_34342842,PEXELS_34342842.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34342842.jpg,2026-05-27T00:09:03.751840,real,867,1300,JPEG,122.98,RGB,"{'original_filename': 'PEXELS_34342842.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34342842.jpg', 'file_size_bytes': 125928}",88d510289bfe1278fddbc2a0db6c5a5e,False,,Existing image - metadata generated
LOCAL_5056_PEXELS_34342864,PEXELS_34342864.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34342864.jpg,2026-05-27T00:06:17.572622,real,867,1300,JPEG,120.94,RGB,"{'original_filename': 'PEXELS_34342864.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34342864.jpg', 'file_size_bytes': 123842}",4ec04974f208e9deb80f6db3ba4e8bf0,False,,Existing image - metadata generated
LOCAL_5057_PEXELS_34344736,PEXELS_34344736.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34344736.jpg,2026-05-27T00:06:31.879190,real,915,1300,JPEG,85.92,RGB,"{'original_filename': 'PEXELS_34344736.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34344736.jpg', 'file_size_bytes': 87985}",28a939e6bd74e8c58023b20d8ef6784b,False,,Existing image - metadata generated
LOCAL_5058_PEXELS_34346198,PEXELS_34346198.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34346198.jpg,2026-05-26T21:20:01.367616,real,867,1300,JPEG,56.22,RGB,"{'original_filename': 'PEXELS_34346198.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34346198.jpg', 'file_size_bytes': 57570}",ea2ad2275e72e6238f886a0089c6bfeb,False,,Existing image - metadata generated
LOCAL_5059_PEXELS_34346939,PEXELS_34346939.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34346939.jpg,2026-05-26T23:50:12.264270,real,1880,1058,JPEG,575.19,RGB,"{'original_filename': 'PEXELS_34346939.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34346939.jpg', 'file_size_bytes': 588996}",4676481475934543dc453ca64fa55d7d,False,,Existing image - metadata generated
LOCAL_5060_PEXELS_34346947,PEXELS_34346947.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34346947.jpg,2026-05-26T23:47:22.996910,real,1880,1058,JPEG,455.55,RGB,"{'original_filename': 'PEXELS_34346947.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34346947.jpg', 'file_size_bytes': 466484}",f9560d0765cba063d3e9ad05c7fc7586,False,,Existing image - metadata generated
LOCAL_5061_PEXELS_34349413,PEXELS_34349413.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34349413.jpg,2026-05-26T23:47:50.584121,real,975,1300,JPEG,317.25,RGB,"{'original_filename': 'PEXELS_34349413.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34349413.jpg', 'file_size_bytes': 324862}",e35bc0144e828877d0111b47f64b7a9c,False,,Existing image - metadata generated
LOCAL_5062_PEXELS_34349415,PEXELS_34349415.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34349415.jpg,2026-05-26T23:53:00.418286,real,975,1300,JPEG,505.07,RGB,"{'original_filename': 'PEXELS_34349415.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34349415.jpg', 'file_size_bytes': 517188}",ee688240a102a3dcc02cfd9be027d452,False,,Existing image - metadata generated
LOCAL_5063_PEXELS_34349420,PEXELS_34349420.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34349420.jpg,2026-05-26T23:48:00.205122,real,1880,1257,JPEG,926.74,RGB,"{'original_filename': 'PEXELS_34349420.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34349420.jpg', 'file_size_bytes': 948977}",1f9727cf9f5dcb942f3bd5457bf76b4b,False,,Existing image - metadata generated
LOCAL_5064_PEXELS_34351047,PEXELS_34351047.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34351047.jpg,2026-05-26T21:05:49.657178,real,975,1300,JPEG,460.74,RGB,"{'original_filename': 'PEXELS_34351047.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34351047.jpg', 'file_size_bytes': 471794}",8b416eb119cbb3b52933df15d29c64bd,False,,Existing image - metadata generated
LOCAL_5065_PEXELS_34353692,PEXELS_34353692.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34353692.jpg,2026-05-27T00:02:54.658515,real,975,1300,JPEG,224.58,RGB,"{'original_filename': 'PEXELS_34353692.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34353692.jpg', 'file_size_bytes': 229970}",e825a02b51a1195b6d843064fafaab26,False,,Existing image - metadata generated
LOCAL_5066_PEXELS_34354461,PEXELS_34354461.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34354461.jpg,2026-05-26T21:08:18.007224,real,1880,1058,JPEG,514.55,RGB,"{'original_filename': 'PEXELS_34354461.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34354461.jpg', 'file_size_bytes': 526897}",09dfb6964d71b678df399f4d4eb7acdd,False,,Existing image - metadata generated
LOCAL_5067_PEXELS_34362355,PEXELS_34362355.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34362355.jpg,2026-05-26T22:10:12.212586,real,867,1300,JPEG,138.57,RGB,"{'original_filename': 'PEXELS_34362355.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34362355.jpg', 'file_size_bytes': 141895}",e3437d00b0c0dc4745d18882bffefd08,False,,Existing image - metadata generated
LOCAL_5068_PEXELS_34372926,PEXELS_34372926.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34372926.jpg,2026-05-26T21:06:41.950221,real,1880,1059,JPEG,228.1,RGB,"{'original_filename': 'PEXELS_34372926.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34372926.jpg', 'file_size_bytes': 233576}",51fa26e0a1e6a2d0e1c9f5e8f2eb363a,False,,Existing image - metadata generated
LOCAL_5069_PEXELS_34373806,PEXELS_34373806.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34373806.jpg,2026-05-26T21:08:27.314522,real,1733,1300,JPEG,511.28,RGB,"{'original_filename': 'PEXELS_34373806.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34373806.jpg', 'file_size_bytes': 523546}",25de034744c1d7a3ec74d936791b31bf,False,,Existing image - metadata generated
LOCAL_5070_PEXELS_34377373,PEXELS_34377373.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34377373.jpg,2026-05-26T20:59:34.596633,real,1040,1300,JPEG,153.24,RGB,"{'original_filename': 'PEXELS_34377373.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34377373.jpg', 'file_size_bytes': 156922}",949c4ce1fb34f986568292aaa14581eb,False,,Existing image - metadata generated
LOCAL_5071_PEXELS_34379012,PEXELS_34379012.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34379012.jpg,2026-05-26T21:52:31.953747,real,867,1300,JPEG,147.84,RGB,"{'original_filename': 'PEXELS_34379012.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34379012.jpg', 'file_size_bytes': 151392}",33fb65cdee08667127cd9c42e5b62d83,False,,Existing image - metadata generated
LOCAL_5072_PEXELS_34386692,PEXELS_34386692.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34386692.jpg,2026-05-26T21:05:33.334233,real,955,1300,JPEG,169.08,RGB,"{'original_filename': 'PEXELS_34386692.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34386692.jpg', 'file_size_bytes': 173139}",e1da1845842515ef6f78a0e22dbfdfb2,False,,Existing image - metadata generated
LOCAL_5073_PEXELS_34399231,PEXELS_34399231.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34399231.jpg,2026-05-26T23:16:32.448373,real,867,1300,JPEG,114.44,RGB,"{'original_filename': 'PEXELS_34399231.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34399231.jpg', 'file_size_bytes': 117190}",b034b721116940a83b641a6faf0681cb,False,,Existing image - metadata generated
LOCAL_5074_PEXELS_34399503,PEXELS_34399503.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34399503.jpg,2026-05-26T23:11:11.365766,real,867,1300,JPEG,123.65,RGB,"{'original_filename': 'PEXELS_34399503.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34399503.jpg', 'file_size_bytes': 126620}",3d1fedf03f933fff0299c27e02190fc6,False,,Existing image - metadata generated
LOCAL_5075_PEXELS_34401186,PEXELS_34401186.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34401186.jpg,2026-05-26T21:03:15.437552,real,1880,1254,JPEG,431.43,RGB,"{'original_filename': 'PEXELS_34401186.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34401186.jpg', 'file_size_bytes': 441784}",d943a02be9b5c4702d0b93b941011b95,False,,Existing image - metadata generated
LOCAL_5076_PEXELS_34401766,PEXELS_34401766.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34401766.jpg,2026-05-26T21:54:35.872179,real,1040,1300,JPEG,128.75,RGB,"{'original_filename': 'PEXELS_34401766.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34401766.jpg', 'file_size_bytes': 131842}",0767d2ef1fce0bfe60d49f12f42aff34,False,,Existing image - metadata generated
LOCAL_5077_PEXELS_34405146,PEXELS_34405146.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34405146.jpg,2026-05-26T21:05:09.743338,real,867,1300,JPEG,113.1,RGB,"{'original_filename': 'PEXELS_34405146.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34405146.jpg', 'file_size_bytes': 115812}",2f1e207849d6f7a4322e8deab7cd3454,False,,Existing image - metadata generated
LOCAL_5078_PEXELS_34405411,PEXELS_34405411.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34405411.jpg,2026-05-26T21:12:29.760430,real,1300,1300,JPEG,39.26,RGB,"{'original_filename': 'PEXELS_34405411.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34405411.jpg', 'file_size_bytes': 40200}",19fd93c0925a6b07ef23143fae538724,False,,Existing image - metadata generated
LOCAL_5079_PEXELS_34407360,PEXELS_34407360.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34407360.jpg,2026-05-27T00:05:14.034006,real,1733,1300,JPEG,498.92,RGB,"{'original_filename': 'PEXELS_34407360.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34407360.jpg', 'file_size_bytes': 510894}",590f375bfd7016050d009a888a88d392,False,,Existing image - metadata generated
LOCAL_5080_PEXELS_34407929,PEXELS_34407929.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34407929.jpg,2026-05-26T21:43:31.811371,real,867,1300,JPEG,57.21,RGB,"{'original_filename': 'PEXELS_34407929.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34407929.jpg', 'file_size_bytes': 58582}",ef2257ef74417807522601b1695ef039,False,,Existing image - metadata generated
LOCAL_5081_PEXELS_34408565,PEXELS_34408565.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34408565.jpg,2026-05-26T21:03:07.515761,real,867,1300,JPEG,115.62,RGB,"{'original_filename': 'PEXELS_34408565.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34408565.jpg', 'file_size_bytes': 118397}",17f6442c4b179130ba4206e4a36a5c0c,False,,Existing image - metadata generated
LOCAL_5082_PEXELS_34408815,PEXELS_34408815.jpg,local_existing,C:\Users\ROWTECH\Desktop\ReSearch\ai-image-detection-research\API Info\API v3\ai_dataset_50k\real_images\PEXELS_34408815.jpg,2026-05-26T21:22:44.862271,real,867,1300,JPEG,148.94,RGB,"{'original_filename': 'PEXELS_34408815.jpg', 'file_path': 'ai_dataset_50k\\real_images\\PEXELS_34408815.jpg', 'file_size_bytes': 152513}",a1813314ec23af03ca6010f6d5f9bb57,False,,Existing image - metadata generated
